candidate_id,rank,final_score,priority,parking_area_m2,distance_to_transit_m,transit_score,green_coverage_pct,green_score,building_coverage_pct,development_score,nearby_parking_area_m2,concentration_score
DAL-PARK-023,23,87.98258244879807,High Priority,2904.248117771106,27.897522642993135,96.60860816266022,3.6692766158528705,100,30.616544030894786,60,219970.88937188394,100
DAL-PARK-024,24,87.79815832429591,High Priority,3436.1238470619073,5.534485533105206,99.3271944143197,7.5332416329802,80,36.83756552103945,80,170207.8579094988,100
DAL-PARK-025,25,87.72595315481387,High Priority,4879.469806502426,7.514346552985284,99.08651051604623,1.5401914816806181,100,30.908726768460284,60,96257.18817497785,40
DAL-PARK-026,26,87.67370090072941,High Priority,5189.455680332987,8.947099938993224,98.9123363357647,6.607669328881023,80,41.063331259025546,100,44967.203076052516,20
DAL-PARK-027,27,87.583150791572,High Priority,4835.462957445418,11.4299780037173,98.61050263857332,12.984556078306714,40,44.35121813002109,100,172933.35073439058,100
DAL-PARK-028,28,87.07348676159096,High Priority,12383.626232912564,25.4049323377743,96.91162253863654,13.02363808758876,40,47.785925972635525,100,189978.63100885256,100
DAL-PARK-029,29,86.94429505747539,High Priority,3642.6118236249513,28.947360406361792,96.48098352491793,6.901261739551488,80,36.23494658047674,80,195511.86131214164,100
DAL-PARK-030,30,86.83081027882858,High Priority,4294.484762805653,32.05910560693722,96.10270092942862,6.398633486510535,80,39.04777871654409,80,230779.40500169434,100
DAL-PARK-031,31,86.6408999842526,High Priority,3220.9037185652123,9.846498921290781,98.8029999475087,10.576106398205528,60,53.78900828873372,100,176378.29035454153,100
DAL-PARK-032,32,86.52369430749049,High Priority,2776.435604820283,13.060270904578811,98.41231435830164,7.857419375797339,60,49.889024972828935,100,194198.13741180435,100
DAL-PARK-033,33,86.44931091578809,High Priority,4817.099686865669,69.93972769387979,91.49770305262696,3.020277389245131,100,28.896911880244918,40,151817.03643828633,80
DAL-PARK-034,34,85.79362389983746,High Priority,3902.951008133371,5.658819154884587,99.31207966612484,1.839543077725362,100,30.130116992220323,40,208378.7973679965,100
DAL-PARK-035,35,85.76930939044755,High Priority,4662.7544403783695,88.58532499859197,89.23103130149183,5.827293553178588,80,37.75750602930804,80,139507.26255225172,60
DAL-PARK-036,36,85.69160502309145,High Priority,9488.66506957635,227.8156463110131,72.30535007697151,4.354699290191401,100,33.86396901544088,60,193650.54316687043,100
DAL-PARK-037,37,85.61724846562971,High Priority,9348.692214284609,10.495022013450551,98.72416155209906,11.840567999071526,40,43.87068270590644,100,151477.96897314023,80
DAL-PARK-038,38,85.55834998649141,High Priority,8606.661800912561,12.110014455302522,98.5278332883047,9.761351716080288,60,40.339166193881965,100,117870.04274007035,40
DAL-PARK-039,39,85.26947487786853,High Priority,4517.338181670154,47.45088555028205,94.23158292622844,8.74873642525488,60,50.63231828134683,100,204791.23634994533,100
DAL-PARK-040,40,85.22351298091652,High Priority,3807.320042116476,21.291223226177824,97.4117099363884,2.6549770855332655,100,29.621698705417128,40,219263.12661553815,100
DAL-PARK-041,41,85.19810968793446,High Priority,6066.346218466395,49.40771438595051,93.99369895978155,8.702626737346279,60,39.41109233866825,80,169030.59737889178,80
DAL-PARK-042,42,84.96927236203324,High Priority,4295.892344364375,0.8425498212907075,99.89757454011081,8.28278077524101,60,49.317842503132105,100,162530.98727717472,80
DAL-PARK-043,43,84.33644399159047,High Priority,4540.330438569352,182.71426948340664,77.78814663863493,5.208802777145026,100,34.71497400466371,80,107109.19706141738,40
DAL-PARK-044,44,84.24798727148087,High Priority,5169.270631545983,130.29987789874681,84.15995757160292,3.08559671529605,100,25.92329167849033,40,157339.85278402397,80
DAL-PARK-045,45,84.23747061649978,High Priority,5505.423895087537,212.84804747791878,74.12490205499927,10.109419196987176,60,41.077467601015236,100,205017.43688028224,100
DAL-PARK-046,46,84.23403715469674,High Priority,4611.271393150503,130.68238918764513,84.11345718232245,5.420343444653556,80,39.759952404816616,80,133472.24151171424,60
DAL-PARK-047,47,84.1141620054185,High Priority,3046.1135172171885,51.70955434443071,93.71387335139502,5.2774940542341495,80,36.127487190860094,80,151272.0011474111,80
DAL-PARK-048,48,83.84498424686296,High Priority,4662.342104777768,4.250521802039086,99.48328082287655,7.565045846793263,80,33.16373833096185,60,89852.96652854254,40
DAL-PARK-049,49,83.74308895016554,High Priority,5761.370219022282,7.044484166333415,99.14362983388516,17.254371560791913,20,41.40037547192921,100,195480.78012084332,100
DAL-PARK-050,50,83.69148524261638,High Priority,7675.107614626268,118.13919256630118,85.63828414205459,11.091464813117897,40,47.0909412731026,100,187040.33838478744,100
DAL-PARK-051,51,83.48745317597454,High Priority,5537.01277642966,14.054000358016859,98.2915105865818,16.77503208756253,20,53.89414548696452,100,178386.04870277978,100
DAL-PARK-052,52,82.8091250847512,High Priority,5219.949560764521,87.49358126754446,89.36375028250399,13.693902116014026,40,39.83751863300979,100,158863.21157336218,80
DAL-PARK-053,53,82.49741559909343,High Priority,10831.564850729748,68.62070042709095,91.65805199697812,13.811780340408628,40,36.95157188352758,80,190295.21400804797,100
DAL-PARK-054,54,82.00682235974725,High Priority,3526.459010594061,54.65280040114278,93.35607453249084,2.6288397335176548,100,26.368762026814913,40,162561.63251441586,80
DAL-PARK-055,55,81.89508477259983,High Priority,8403.289362764133,2.876768666447165,99.65028257533275,14.239616591584497,20,44.633997588016264,100,146959.25573840493,80
DAL-PARK-056,56,81.7303367085901,High Priority,11011.717246668748,7.394149795434852,99.10112236196701,19.038185512071255,20,52.124920608635286,100,156521.13149861587,80
DAL-PARK-057,57,81.72286018349706,High Priority,790.1396463368715,7.599155623993181,99.07620061165689,3.683717189310317,100,36.88610421672844,80,221874.67821658624,100
DAL-PARK-058,58,81.69407927501102,High Priority,9525.313948560517,63.22819530912469,92.31359758337008,18.504092306436565,20,55.826213665970755,100,200381.97582788655,100
DAL-PARK-059,59,81.28091593347864,High Priority,8632.345167427186,19.717238025131724,97.60305311159547,19.62107407607601,20,61.14437993187708,100,164460.09310247915,80
DAL-PARK-060,60,81.12421657634616,High Priority,1785.5536347301731,51.4338586678735,93.74738858782054,4.56051459724527,100,36.400294070580074,80,126099.80006654952,60
DAL-PARK-061,61,81.0994197187225,High Priority,5375.543018502549,161.79352499794484,80.33139906240835,8.323223186810374,60,37.35730472050243,80,152389.03141317586,80
DAL-PARK-062,62,81.00004276437006,High Priority,6274.8615545642215,109.67856552126919,86.66680921456687,10.207972152089352,60,36.21228613530632,80,131792.77502709092,60
DAL-PARK-063,63,80.97577049690199,High Priority,1997.336514042404,28.08430591800061,96.58590165633998,9.517832213439863,60,51.62665504772795,100,179757.26962882234,100
DAL-PARK-064,64,80.92738204733968,High Priority,2037.4186886591215,84.25098309572556,89.75794015779893,2.6731904174041206,100,32.25407666198791,60,227681.52199438371,100
DAL-PARK-065,65,80.77301007440184,High Priority,5937.525503396642,88.48385248685138,89.2433669146728,6.228427764759817,80,32.055319692953724,60,87795.83570334948,40
DAL-PARK-066,66,80.76634805010706,High Priority,2899.1318782791595,143.5063938155958,82.55449350035686,7.554593703058754,80,36.243610209794454,80,142880.57397531922,80
DAL-PARK-067,67,80.64711613111625,High Priority,3292.4747658885854,146.77572522813512,82.1570537703875,3.27342576027186,100,28.529638439200518,40,201141.27832270938,100
DAL-PARK-068,68,80.56763939001519,High Priority,5098.225778149122,39.27523414823791,95.22546463338395,17.02020536869703,20,56.5402798440282,100,156519.75371310263,80
DAL-PARK-069,69,80.46949850130501,High Priority,3159.2450816256505,69.3861854206994,91.56499500435005,7.893272397732204,60,53.90050723845693,100,135937.65953618876,60
DAL-PARK-070,70,80.33542499931963,High Priority,9164.767091685739,100.48240659663684,87.7847499977321,15.036071131233019,20,49.56840619167265,100,190785.58062665467,100
DAL-PARK-071,71,80.22868475808329,High Priority,2316.5497912057494,103.4092170229868,87.42894919361098,6.0460203665900245,80,44.78564653660542,100,165866.8034516086,80
DAL-PARK-072,72,80.0,High Priority,2667.007064257781,0.0,100.0,7.259273365627096,80,39.03745339867163,80,50294.89897545943,20
DAL-PARK-073,73,79.84514781408046,Moderate Priority,1123.6328365956483,31.665971329018177,96.15049271360157,5.298409678801929,80,39.98912243554023,100,206312.49656292007,100
DAL-PARK-074,74,79.83359781342176,Moderate Priority,2129.8573084336026,4.562737061520016,99.44532604473919,5.805356147285043,80,30.61024177970422,60,217615.09864344235,100
DAL-PARK-075,75,79.83136055736094,Moderate Priority,3023.2909544893455,32.044017005607095,96.10453519120315,11.135412473166138,40,48.656187701542365,100,147995.97163751323,80
DAL-PARK-076,76,79.73731974508348,Moderate Priority,3218.1111662407934,7.202675391970331,99.12439915027826,13.406425552636072,40,35.92160599334637,80,172020.66982430118,100
DAL-PARK-077,77,79.50956007382338,Moderate Priority,3213.990777645439,13.44783066635391,98.36520024607795,12.732526727152404,40,35.04246089366564,80,214257.53837391542,100
DAL-PARK-078,78,79.49485489310649,Moderate Priority,1880.4253344883032,13.851045758853854,98.31618297702163,7.782670976629756,60,51.9254110534347,100,169841.85833086542,80
DAL-PARK-079,79,79.10949650204886,Moderate Priority,2522.5722809772556,161.51722025886946,80.36498834016287,3.361866951425837,100,34.0527584569963,80,151486.97603501278,80
DAL-PARK-080,80,78.90323899368022,Moderate Priority,4229.725745234013,2.653180458285004,99.67746331226738,12.670417386974206,40,49.32152115874914,100,130820.07298903016,60
DAL-PARK-081,81,78.8919726347634,Moderate Priority,4001.1309508812383,2.9621032821681816,99.6399087825447,8.459704958992482,60,31.968013310891063,60,152836.636255643,80
DAL-PARK-082,82,78.62191208436944,Moderate Priority,1565.8252062790575,37.78708042231148,95.4063736145648,9.33948209765845,60,50.46402746155717,100,160372.32844196996,80
DAL-PARK-083,83,78.53620953593304,Moderate Priority,3254.887772424997,94.97690774818652,88.45403178644345,6.05659614784623,80,34.938350421204625,80,90940.56770852309,40
DAL-PARK-084,84,78.4455380265107,Moderate Priority,1934.381583795019,70.04318007085234,91.48512675503567,1.7788940471366805,100,30.255772025947614,40,200378.31450680213,100
DAL-PARK-085,85,78.24420021450392,Moderate Priority,2069.761176635239,75.56384969436584,90.81400071501305,7.6243245121558685,80,35.91130379204932,80,148812.09506611124,80
DAL-PARK-086,86,78.11081980046477,Moderate Priority,5248.8620185425425,24.381262856071938,97.03606600154923,6.3754242703157775,80,30.43519495743897,40,82142.43256781438,20
DAL-PARK-087,87,78.0,Moderate Priority,2877.733875718707,0.0,100.0,9.711794644808803,60,34.941152743644764,80,105036.02000567941,40
DAL-PARK-088,88,77.99995108781128,Moderate Priority,5224.960315250466,54.84121022776067,93.33317029270427,20.626522675924036,20,53.61582877210908,100,140504.42605454245,60
DAL-PARK-089,89,77.99500974153541,Moderate Priority,20768.62440415311,164.65643973662824,79.98336580511804,5.754624090043734,80,33.93197293870763,60,88974.18619865818,40
DAL-PARK-090,90,77.99257350608272,Moderate Priority,4256.238839364999,27.623568506368805,96.6419116869424,11.272620664875822,40,47.49329341508048,100,122988.18990144404,60
DAL-PARK-091,91,77.94156736366136,Moderate Priority,1859.93808577176,83.86202265090645,89.8052245455379,5.670155980275271,80,34.80719991525682,80,141282.57109607392,80
DAL-PARK-092,92,77.84442383564681,Moderate Priority,3567.8028530315014,4.2658882408956105,99.48141278548937,10.030888987637518,60,39.23891941767687,80,116251.9306822157,40
DAL-PARK-093,93,77.79562710668044,Moderate Priority,1746.3610948380567,5.603891354400983,99.31875702226816,11.05850234093629,40,46.40518140143383,100,179728.21933816958,100
DAL-PARK-094,94,77.74585163308402,Moderate Priority,17780.00211959717,144.06840422845423,82.48617211028005,7.814229494832768,60,26.575306599973636,40,185750.04510819365,100
DAL-PARK-095,95,77.72179547774195,Moderate Priority,9355.230957188742,254.4077605504587,69.07265159247315,5.410816666708742,80,37.301522073630736,80,110492.95989636853,40
DAL-PARK-096,96,77.6816683688972,Moderate Priority,1324.8813041292929,90.98843607158967,88.9388945629907,7.355120499965729,80,43.83116714515941,100,182494.4580032797,100
DAL-PARK-097,97,77.60745411435914,Moderate Priority,2930.812174512905,147.863255130918,82.02484704786382,12.10730582141284,40,42.42727740230245,100,219173.57126216544,100
DAL-PARK-098,98,77.56169252656042,Moderate Priority,5248.621644359044,12.018362225448865,98.53897508853471,15.656769774336505,20,32.14812608271194,60,229972.0354226697,100
DAL-PARK-099,99,77.53066060911776,Moderate Priority,2610.814914321479,67.70912442879555,91.7688686970592,8.596377411693021,60,54.24093808125392,100,152410.37473476326,80
DAL-PARK-100,100,77.52196520611231,Moderate Priority,1720.1858579752675,13.107682751163388,98.40655068704103,10.596748814699888,60,44.83961632205658,100,135898.13013933925,60
DAL-PARK-101,101,77.44413362211213,Moderate Priority,2016.1112865958726,179.7614268650101,78.14711207370713,3.1585557577558383,100,32.42201605637642,60,204084.3336635045,100
DAL-PARK-102,102,77.40708954839698,Moderate Priority,2146.5364269094143,16.257565764736466,98.02363182798995,4.360572860106476,100,33.687909696659986,60,104607.78305111203,40
DAL-PARK-103,103,77.20252867140047,Moderate Priority,3280.665494014825,21.866611619252293,97.34176223800155,5.968431908502316,80,29.57802884849591,40,138980.19349589891,60
DAL-PARK-104,104,76.8907052063381,Moderate Priority,5677.302540524139,2.9968560866108502,99.63568402112699,9.770959755475968,60,28.976620855082007,40,101997.17433840263,40
DAL-PARK-105,105,76.888282617508,Moderate Priority,4806.786770259892,3.0632833137235935,99.62760872502668,19.674833275941474,20,37.05494546569951,80,129007.17592014515,60
DAL-PARK-106,106,76.88057725051684,Moderate Priority,3655.5094953432317,3.2745639721458595,99.60192416838949,17.371467355669214,20,49.02426728254188,100,159218.6452259557,80
DAL-PARK-107,107,76.77424321266858,Moderate Priority,3165.0823197205927,115.86997444568578,85.9141440422286,11.296761164640683,40,46.76328078387098,100,164979.83926050295,80
DAL-PARK-108,108,76.77309734575944,Moderate Priority,3503.6744053970856,6.221655923817344,99.24365781919813,18.278032808344232,20,50.8480764442354,100,159790.36044938903,80
DAL-PARK-109,109,76.7468519083781,Moderate Priority,3738.2003624639783,6.941304098508298,99.15617302792703,17.034753783549615,20,43.70090798754053,100,170079.04729837037,80
DAL-PARK-110,110,76.7456425471821,Moderate Priority,3414.2677775549732,6.974464703325158,99.15214182394034,15.257778024112886,20,46.24011351254273,100,158627.4623961383,80
DAL-PARK-111,111,76.6738770560578,Moderate Priority,2785.6311518445928,8.942269771421582,98.91292352019269,15.657765598055981,20,44.180791007274216,100,150478.36505071554,80
DAL-PARK-112,112,76.64745545365848,Moderate Priority,1381.3032928460336,9.666748379372237,98.82485151219494,7.935504184833421,60,48.549206614392,100,186503.56623071866,100
DAL-PARK-113,113,76.56260849673228,Moderate Priority,4092.5659986503115,11.993246383305456,98.54202832244093,3.4359273920122937,100,18.75840917769007,20,107494.51920955785,40
DAL-PARK-114,114,76.46603777107212,Moderate Priority,1516.2380792146348,42.06114388773524,94.8867925702404,3.055147362551632,100,36.03934485790587,80,124573.98468129772,60
DAL-PARK-115,115,76.39186418864715,Moderate Priority,1569.8312758337388,126.35478224975924,84.6395472954905,1.8925698997496687,100,34.02262214600975,80,112316.67526759562,40
DAL-PARK-116,116,76.3851683325869,Moderate Priority,9515.884157550623,16.85864406705305,97.95056110862299,19.536751273854396,20,38.51722355401607,80,119150.8384480696,60
DAL-PARK-117,117,76.2180200210969,Moderate Priority,4533.156922766743,21.441839824804063,97.39340007032303,3.28085573074827,100,18.99318359305571,20,108571.1643337709,40
DAL-PARK-118,118,75.92553265160782,Moderate Priority,1995.1868209123065,29.46182434686348,96.4184421720261,7.275736081064056,80,28.253406507133633,40,227788.3319059899,100
DAL-PARK-119,119,75.79404581041972,Moderate Priority,8729.813509120215,87.9070539824639,89.3134860347324,12.095822068942306,40,24.377212335765886,40,191607.334875309,100
DAL-PARK-120,120,75.77247002691394,Moderate Priority,903.1143423268131,33.65879149486418,95.90823342304647,9.203507110587102,60,50.20084146985676,100,182445.04273785243,100
DAL-PARK-121,121,75.4489992887224,Moderate Priority,5374.058542463809,124.78814154636683,84.82999762907468,12.513600156619919,40,32.50681620786865,60,150023.80334711287,80
DAL-PARK-122,122,75.4146912778547,Moderate Priority,3383.910896057826,43.4690613700699,94.71563759284899,21.41671438732441,20,43.145797657927645,100,141484.5586029823,80
DAL-PARK-123,123,75.31014407495428,Moderate Priority,2074.5780499020298,18.915804299454216,97.70048024984763,10.652551656001757,60,32.2535367981185,60,182808.9456401339,100
DAL-PARK-124,124,75.24085810306899,Moderate Priority,2573.528448837733,212.75516281797212,74.13619367689662,5.225126117303821,100,35.20048745609515,80,131408.62017812338,60
DAL-PARK-125,125,75.08138613639986,Moderate Priority,1593.5509373144998,25.188331997691428,96.9379537879995,8.487449764165378,60,32.84214928790173,60,222118.94057793403,100
DAL-PARK-126,126,74.9748523298615,Moderate Priority,2482.758316674286,82.94935105688613,89.91617443287168,12.222705488460164,40,46.72206516281513,100,180801.2048072977,100
DAL-PARK-127,127,74.90082873059087,Moderate Priority,3648.201075793644,57.559138773141505,93.0027624353029,10.181183774758779,60,30.77137312711492,60,140060.5298520101,60
DAL-PARK-128,128,74.8423705977224,Moderate Priority,9525.534523886728,4.322187890356158,99.47456865907466,16.593616787869305,20,37.006405658899965,80,107460.16299290732,40
DAL-PARK-129,129,74.71072495290046,Moderate Priority,9055.90753549254,7.93190285245087,99.03574984300154,11.019648076428894,40,27.32139653832292,40,131440.7835202112,60
DAL-PARK-130,130,74.66783742972794,Moderate Priority,3297.2305245454786,63.94774498871696,92.22612476575978,21.270470027255996,20,51.14823692206048,100,163176.0697718534,80
DAL-PARK-131,131,74.49835298239579,Moderate Priority,2023.3266901209481,68.59499743831155,91.66117660798595,7.215374377560668,80,35.110127762711016,80,117254.95869769993,40
DAL-PARK-132,132,74.26241245812996,Moderate Priority,293.35326104894466,75.06447116650665,90.87470819376652,4.6565888766884305,100,37.38742144677489,80,216892.7099869495,100
DAL-PARK-133,133,74.18746332321336,Moderate Priority,4085.4354614805047,49.6996370095788,93.95821107737788,8.064682324028132,60,37.57695975689804,80,70236.70875741301,20
DAL-PARK-134,134,74.10284779429952,Moderate Priority,1943.1179600771413,79.43972380193887,90.34282598099841,4.294233739358702,100,26.625936732956234,40,137805.40592494735,60
DAL-PARK-135,135,73.92137044220117,Moderate Priority,3310.134274675958,56.995886385665756,93.07123480733722,7.569877183520547,80,28.354215810093976,40,98053.73810819011,40
DAL-PARK-136,136,73.75557049461543,Moderate Priority,2847.618729552045,6.702241034692118,99.18523498205145,8.27793244120489,60,28.117382246531577,40,118404.98976025742,60
DAL-PARK-137,137,73.65961371408216,Moderate Priority,4297.646086961495,146.4330423214345,82.19871238027388,16.699513128648917,20,51.05054004692667,100,205168.58578892954,100
DAL-PARK-138,138,73.45766287389932,Moderate Priority,1441.6644617746138,69.71071754927749,91.52554291299776,5.22922238744766,80,35.055231078896135,80,141685.4528082087,80
DAL-PARK-139,139,73.40685040260476,Moderate Priority,8561.776567534753,71.10399218545028,91.35616800868254,7.1988968183572535,80,12.329076255823363,20,66597.49096301905,20
DAL-PARK-140,140,73.3815906677704,Moderate Priority,3822.6268799241047,16.95674340208956,97.93863555923465,12.756110004609395,40,36.98280367109844,80,110458.61443447603,40
DAL-PARK-141,141,73.18834872911665,Moderate Priority,8542.0157599765,131.93516282580111,83.96116243038885,8.619414963601134,60,32.14515881545389,60,80629.68754149196,20
DAL-PARK-142,142,72.86597975006286,Moderate Priority,1925.1864233990736,3.6748264788866623,99.55326583354288,6.4308640075775925,80,26.824079769911354,40,140326.250125207,60
DAL-PARK-143,143,72.80335739075636,Moderate Priority,3683.05792745426,32.81186200052003,96.01119130252121,15.212041182505972,20,39.56834248111792,80,159892.112069661,80
DAL-PARK-144,144,72.74972338943267,Moderate Priority,47783.779278046604,171.38217545223426,79.16574463144227,19.204913639989872,20,37.65310223953582,80,147535.78419419008,80
DAL-PARK-145,145,72.59254908370696,Moderate Priority,1050.2078538988785,11.172277448688908,98.64183027902317,6.931632599920793,80,31.204171198237773,60,152107.08762008662,80
DAL-PARK-146,146,72.59112603101997,Moderate Priority,1177.679192904243,38.63123198957167,95.30375343673325,2.5389016448492034,100,25.95174384688899,40,152577.25645206452,80
DAL-PARK-147,147,72.56720576570666,Moderate Priority,1295.9550952298882,11.867189569013888,98.55735255235554,3.6991896990845734,100,30.892692682721272,60,93219.35353809042,40
DAL-PARK-148,148,72.55490179599886,Moderate Priority,3837.564835138097,12.204563612853153,98.51633931999622,6.514143086969658,80,19.970165912569954,20,108346.41287600393,40
DAL-PARK-149,149,72.26112704545989,Moderate Priority,2544.7683777790176,20.25984803901521,97.53709015153294,9.768959894069477,60,25.295088829287778,40,195046.47217327732,100
DAL-PARK-150,150,72.23291611017962,Moderate Priority,2632.8914668128727,75.87325909616088,90.77638703393205,10.154801601991213,60,39.60389102705154,80,139526.82143434114,60
DAL-PARK-151,151,72.20374443518118,Moderate Priority,1393.9258196040375,21.83327545598187,97.34581478393727,11.504143543172276,40,47.965041266795474,100,175956.25185034724,100
DAL-PARK-152,152,72.16538204230636,Moderate Priority,3350.3199045595084,105.1449733451219,87.2179401410212,12.478372114684282,40,35.64863170550275,80,132659.13464086942,60
DAL-PARK-153,153,71.7989263563681,Moderate Priority,1042.731504011301,32.93336067334348,95.99642118789367,2.711378327181606,100,31.415531555884396,60,109140.80350067282,40
DAL-PARK-154,154,71.74730369354849,Moderate Priority,1760.9179449020667,144.0285888255856,82.4910123118283,8.27279678024142,60,36.15670747077085,80,150467.97991053425,80
DAL-PARK-155,155,71.65435159029309,Moderate Priority,898.7727573022687,64.31752582309423,92.1811719676436,4.993884959052282,100,38.167478748476654,80,74437.09974995202,20
DAL-PARK-156,156,71.4916302887301,Moderate Priority,2605.6743372765814,13.939464199737708,98.30543429576697,19.650376092212703,20,48.95654671497657,100,155517.81104195665,80
DAL-PARK-157,157,71.4459062122735,Moderate Priority,4963.090078389852,152.2928880294639,81.48635404091168,10.150088088711845,60,27.3934575442508,40,116362.60982324618,40
DAL-PARK-158,158,71.39641835024405,Moderate Priority,3919.2929589937703,16.550169319439775,97.98806116748017,11.975878164546932,40,27.952069355113856,40,156250.5406997383,80
DAL-PARK-159,159,71.35233209250985,Moderate Priority,764.8332082632631,45.17894614953065,94.5077736416995,2.4560784581578963,100,33.38293516306835,60,104792.56891804359,40
DAL-PARK-160,160,71.28216286019868,Moderate Priority,954.6916687860119,74.52291643485351,90.94054286732893,4.672032514611193,100,36.29045995898336,80,74147.72848202827,20
DAL-PARK-161,161,71.05003729310883,Moderate Priority,3292.7660241333588,80.88778428705096,90.16679097702945,14.551493798667153,20,34.13359890994215,80,141583.17956728287,80
DAL-PARK-162,162,71.0225868456472,Moderate Priority,1908.6831806563061,81.64047375925114,90.07528948549066,7.127678388351017,80,30.868831992195183,60,105129.57844422861,40
DAL-PARK-163,163,70.83197724608259,Moderate Priority,762.5072577205755,32.02710744123457,96.1065908202753,7.693758457512084,80,27.28702893269055,40,225218.11306839657,100
DAL-PARK-164,164,70.78123570546859,Moderate Priority,3400.265722669363,5.998502633415868,99.2707856848953,15.2548810830547,20,31.95713484344498,60,144504.34336732328,80
DAL-PARK-165,165,70.77101537375627,Moderate Priority,1571.0717880136103,33.69867798921029,95.90338457918757,15.295089873310003,20,47.98190221691359,100,158300.0336829764,80
DAL-PARK-166,166,70.70603265066367,Moderate Priority,559.9245195573208,8.060565472575991,99.02010883554556,2.85077526219498,100,34.59527664160193,80,109842.59603425776,40
DAL-PARK-167,167,70.70114577933818,Moderate Priority,1975.5290326162449,35.61449769374833,95.67048593112727,17.14183520437674,20,53.17012988479256,100,150631.73013880715,80
DAL-PARK-168,168,70.63992833238261,Moderate Priority,2170.4752947383568,37.2930760813255,95.4664277746087,2.0705249450614893,100,23.04662769919158,20,110719.40590032146,40
DAL-PARK-169,169,70.54639470095512,Moderate Priority,1585.3667108646177,39.85776213136197,95.15464900318374,17.224023996992734,20,55.67420850275874,100,147613.50197844108,80
DAL-PARK-170,170,70.4490165890274,Moderate Priority,2432.308134031562,42.527863585014195,94.83005529675798,8.396654261172937,60,33.98066952825761,60,126776.53428253783,60
